normalized_name,metabolite_name,hmdb_id,pubchem_cid,chebi_id,kegg_id,plasma_benchmark,nist_srm1950,hmdb_biofluid,serum_evidence,endogenous_hint,lipid_class,ghosh_2024_plasma,ghosh_2024_all5_cohorts,ghosh_2024_core_50pct,serum_metabolome,srm1950_db,source_count,evidence_tier
cl(i-12:0/i-19:0/i-20:0/a-21:0)[rac],CL(i-12:0/i-19:0/i-20:0/a-21:0)[rac],HMDB0081250,131787968,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-20:0/a-25:0)[rac],CL(i-12:0/i-19:0/i-20:0/a-25:0)[rac],HMDB0081253,131787971,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-20:0/i-12:0),CL(i-12:0/i-19:0/i-20:0/i-12:0),HMDB0081236,131787954,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-20:0/i-13:0),CL(i-12:0/i-19:0/i-20:0/i-13:0),HMDB0081237,131787955,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-20:0/i-14:0),CL(i-12:0/i-19:0/i-20:0/i-14:0),HMDB0081239,131787957,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-20:0/i-15:0),CL(i-12:0/i-19:0/i-20:0/i-15:0),HMDB0081240,131787958,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-20:0/i-16:0),CL(i-12:0/i-19:0/i-20:0/i-16:0),HMDB0081242,131787960,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-20:0/i-17:0),CL(i-12:0/i-19:0/i-20:0/i-17:0),HMDB0081243,131787961,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-20:0/i-18:0),CL(i-12:0/i-19:0/i-20:0/i-18:0),HMDB0081246,131787964,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-20:0/i-19:0),CL(i-12:0/i-19:0/i-20:0/i-19:0),HMDB0081247,131787965,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-20:0/i-20:0),CL(i-12:0/i-19:0/i-20:0/i-20:0),HMDB0081248,131787966,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-20:0/i-21:0),CL(i-12:0/i-19:0/i-20:0/i-21:0),HMDB0081249,131787967,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-20:0/i-22:0),CL(i-12:0/i-19:0/i-20:0/i-22:0),HMDB0081251,131787969,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-20:0/i-24:0),CL(i-12:0/i-19:0/i-20:0/i-24:0),HMDB0081252,131787970,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-19:0/i-21:0/18:2(9z,11z))","CL(i-12:0/i-19:0/i-21:0/18:2(9Z,11Z))",HMDB0081271,131787989,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/a-13:0)[rac],CL(i-12:0/i-19:0/i-21:0/a-13:0)[rac],HMDB0081258,131787976,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/a-15:0)[rac],CL(i-12:0/i-19:0/i-21:0/a-15:0)[rac],HMDB0081264,131787982,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/a-17:0)[rac],CL(i-12:0/i-19:0/i-21:0/a-17:0)[rac],HMDB0081270,131787988,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/a-21:0)[rac],CL(i-12:0/i-19:0/i-21:0/a-21:0)[rac],HMDB0081282,131788000,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/a-25:0)[rac],CL(i-12:0/i-19:0/i-21:0/a-25:0)[rac],HMDB0081288,131788006,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/i-13:0),CL(i-12:0/i-19:0/i-21:0/i-13:0),HMDB0081255,131787973,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/i-14:0),CL(i-12:0/i-19:0/i-21:0/i-14:0),HMDB0081259,,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/i-15:0),CL(i-12:0/i-19:0/i-21:0/i-15:0),HMDB0081261,131787979,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/i-16:0),CL(i-12:0/i-19:0/i-21:0/i-16:0),HMDB0081265,131787983,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/i-17:0),CL(i-12:0/i-19:0/i-21:0/i-17:0),HMDB0081267,131787985,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/i-18:0),CL(i-12:0/i-19:0/i-21:0/i-18:0),HMDB0081272,131787990,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/i-19:0),CL(i-12:0/i-19:0/i-21:0/i-19:0),HMDB0081275,131787993,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/i-20:0),CL(i-12:0/i-19:0/i-21:0/i-20:0),HMDB0081277,131787995,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/i-21:0),CL(i-12:0/i-19:0/i-21:0/i-21:0),HMDB0081279,131787997,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/i-22:0),CL(i-12:0/i-19:0/i-21:0/i-22:0),HMDB0081283,131788001,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-21:0/i-24:0),CL(i-12:0/i-19:0/i-21:0/i-24:0),HMDB0081285,131788003,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-19:0/i-22:0/18:2(9z,11z))","CL(i-12:0/i-19:0/i-22:0/18:2(9Z,11Z))",HMDB0081298,131788016,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/a-13:0)[rac],CL(i-12:0/i-19:0/i-22:0/a-13:0)[rac],HMDB0081291,131788009,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/a-15:0)[rac],CL(i-12:0/i-19:0/i-22:0/a-15:0)[rac],HMDB0081294,131788012,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/a-17:0)[rac],CL(i-12:0/i-19:0/i-22:0/a-17:0)[rac],HMDB0081297,131788015,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/a-21:0)[rac],CL(i-12:0/i-19:0/i-22:0/a-21:0)[rac],HMDB0081303,131788021,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/a-25:0)[rac],CL(i-12:0/i-19:0/i-22:0/a-25:0)[rac],HMDB0081306,131788024,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/i-12:0),CL(i-12:0/i-19:0/i-22:0/i-12:0),HMDB0081289,131788007,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/i-13:0),CL(i-12:0/i-19:0/i-22:0/i-13:0),HMDB0081290,131788008,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/i-14:0),CL(i-12:0/i-19:0/i-22:0/i-14:0),HMDB0081292,131788010,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/i-15:0),CL(i-12:0/i-19:0/i-22:0/i-15:0),HMDB0081293,131788011,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/i-16:0),CL(i-12:0/i-19:0/i-22:0/i-16:0),HMDB0081295,131788013,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/i-17:0),CL(i-12:0/i-19:0/i-22:0/i-17:0),HMDB0081296,131788014,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/i-18:0),CL(i-12:0/i-19:0/i-22:0/i-18:0),HMDB0081299,131788017,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/i-19:0),CL(i-12:0/i-19:0/i-22:0/i-19:0),HMDB0081300,131788018,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/i-20:0),CL(i-12:0/i-19:0/i-22:0/i-20:0),HMDB0081301,131788019,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/i-21:0),CL(i-12:0/i-19:0/i-22:0/i-21:0),HMDB0081302,131788020,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/i-22:0),CL(i-12:0/i-19:0/i-22:0/i-22:0),HMDB0081304,131788022,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-22:0/i-24:0),CL(i-12:0/i-19:0/i-22:0/i-24:0),HMDB0081305,131788023,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-19:0/i-24:0/18:2(9z,11z))","CL(i-12:0/i-19:0/i-24:0/18:2(9Z,11Z))",HMDB0081316,131788034,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/a-13:0)[rac],CL(i-12:0/i-19:0/i-24:0/a-13:0)[rac],HMDB0081309,131788027,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/a-15:0)[rac],CL(i-12:0/i-19:0/i-24:0/a-15:0)[rac],HMDB0081312,131788030,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/a-17:0)[rac],CL(i-12:0/i-19:0/i-24:0/a-17:0)[rac],HMDB0081315,131788033,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/a-21:0)[rac],CL(i-12:0/i-19:0/i-24:0/a-21:0)[rac],HMDB0081321,131788039,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/a-25:0)[rac],CL(i-12:0/i-19:0/i-24:0/a-25:0)[rac],HMDB0081324,131788042,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/i-12:0),CL(i-12:0/i-19:0/i-24:0/i-12:0),HMDB0081307,131788025,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/i-13:0),CL(i-12:0/i-19:0/i-24:0/i-13:0),HMDB0081308,131788026,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/i-14:0),CL(i-12:0/i-19:0/i-24:0/i-14:0),HMDB0081310,131788028,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/i-15:0),CL(i-12:0/i-19:0/i-24:0/i-15:0),HMDB0081311,131788029,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/i-16:0),CL(i-12:0/i-19:0/i-24:0/i-16:0),HMDB0081313,131788031,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/i-17:0),CL(i-12:0/i-19:0/i-24:0/i-17:0),HMDB0081314,131788032,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/i-18:0),CL(i-12:0/i-19:0/i-24:0/i-18:0),HMDB0081317,131788035,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/i-19:0),CL(i-12:0/i-19:0/i-24:0/i-19:0),HMDB0081318,131788036,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/i-20:0),CL(i-12:0/i-19:0/i-24:0/i-20:0),HMDB0081319,131788037,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/i-21:0),CL(i-12:0/i-19:0/i-24:0/i-21:0),HMDB0081320,131788038,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/i-22:0),CL(i-12:0/i-19:0/i-24:0/i-22:0),HMDB0081322,131788040,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-19:0/i-24:0/i-24:0),CL(i-12:0/i-19:0/i-24:0/i-24:0),HMDB0081323,131788041,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/18:2(9z,11z))","CL(i-12:0/i-20:0/18:2(9Z,11Z)/18:2(9Z,11Z))",HMDB0081525,131788243,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/a-13:0)[rac]","CL(i-12:0/i-20:0/18:2(9Z,11Z)/a-13:0)[rac]",HMDB0081508,131788226,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/a-15:0)[rac]","CL(i-12:0/i-20:0/18:2(9Z,11Z)/a-15:0)[rac]",HMDB0081514,131788232,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/a-17:0)[rac]","CL(i-12:0/i-20:0/18:2(9Z,11Z)/a-17:0)[rac]",HMDB0081520,131788238,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/a-21:0)[rac]","CL(i-12:0/i-20:0/18:2(9Z,11Z)/a-21:0)[rac]",HMDB0081532,131788250,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/a-25:0)[rac]","CL(i-12:0/i-20:0/18:2(9Z,11Z)/a-25:0)[rac]",HMDB0081538,131788256,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/i-12:0)","CL(i-12:0/i-20:0/18:2(9Z,11Z)/i-12:0)",HMDB0081505,131788223,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/i-13:0)","CL(i-12:0/i-20:0/18:2(9Z,11Z)/i-13:0)",HMDB0081507,131788225,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/i-14:0)","CL(i-12:0/i-20:0/18:2(9Z,11Z)/i-14:0)",HMDB0081511,131788229,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/i-15:0)","CL(i-12:0/i-20:0/18:2(9Z,11Z)/i-15:0)",HMDB0081513,131788231,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/i-16:0)","CL(i-12:0/i-20:0/18:2(9Z,11Z)/i-16:0)",HMDB0081517,131788235,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/i-17:0)","CL(i-12:0/i-20:0/18:2(9Z,11Z)/i-17:0)",HMDB0081519,131788237,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/i-18:0)","CL(i-12:0/i-20:0/18:2(9Z,11Z)/i-18:0)",HMDB0081524,131788242,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/i-19:0)","CL(i-12:0/i-20:0/18:2(9Z,11Z)/i-19:0)",HMDB0081527,131788245,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/i-20:0)","CL(i-12:0/i-20:0/18:2(9Z,11Z)/i-20:0)",HMDB0081529,131788247,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/i-21:0)","CL(i-12:0/i-20:0/18:2(9Z,11Z)/i-21:0)",HMDB0081531,131788249,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/i-22:0)","CL(i-12:0/i-20:0/18:2(9Z,11Z)/i-22:0)",HMDB0081535,131788253,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/18:2(9z,11z)/i-24:0)","CL(i-12:0/i-20:0/18:2(9Z,11Z)/i-24:0)",HMDB0081537,131788255,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
"cl(i-12:0/i-20:0/a-13:0/18:2(9z,11z))[rac]","CL(i-12:0/i-20:0/a-13:0/18:2(9Z,11Z))[rac]",HMDB0081382,131788100,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-20:0/a-13:0/a-13:0)[rac],CL(i-12:0/i-20:0/a-13:0/a-13:0)[rac],HMDB0081365,131788083,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-20:0/a-13:0/a-15:0)[rac],CL(i-12:0/i-20:0/a-13:0/a-15:0)[rac],HMDB0081371,131788089,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-20:0/a-13:0/a-17:0)[rac],CL(i-12:0/i-20:0/a-13:0/a-17:0)[rac],HMDB0081377,131788095,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-20:0/a-13:0/a-21:0)[rac],CL(i-12:0/i-20:0/a-13:0/a-21:0)[rac],HMDB0081389,131788107,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-20:0/a-13:0/a-25:0)[rac],CL(i-12:0/i-20:0/a-13:0/a-25:0)[rac],HMDB0081395,131788113,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-20:0/a-13:0/i-12:0)[rac],CL(i-12:0/i-20:0/a-13:0/i-12:0)[rac],HMDB0081362,131788080,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-20:0/a-13:0/i-13:0)[rac],CL(i-12:0/i-20:0/a-13:0/i-13:0)[rac],HMDB0081364,131788082,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-20:0/a-13:0/i-14:0)[rac],CL(i-12:0/i-20:0/a-13:0/i-14:0)[rac],HMDB0081368,131788086,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-20:0/a-13:0/i-15:0)[rac],CL(i-12:0/i-20:0/a-13:0/i-15:0)[rac],HMDB0081370,131788088,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-20:0/a-13:0/i-16:0)[rac],CL(i-12:0/i-20:0/a-13:0/i-16:0)[rac],HMDB0081374,131788092,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
cl(i-12:0/i-20:0/a-13:0/i-17:0)[rac],CL(i-12:0/i-20:0/a-13:0/i-17:0)[rac],HMDB0081376,131788094,,,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,TRUE,FALSE,1,Tier 4_expected_or_supporting
